"Site","Latitude","Longitude","Year","Date","Transect","Depth_ft","Category","Classcode","Amount","Total_Amount","Percentage"
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,4,62,"UPC Cover","Sessile Invertebrates",2,30,6.66666666666667
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,4,62,"UPC Superlayer","Superlayer Brown Algae",3,30,10
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,4,62,"UPC Superlayer","Superlayer Red Algae",1,30,3.33333333333333
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,4,62,"UPC Cover","Articulated Coralline",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,4,62,"UPC Cover","Kelp Holdfast",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,4,62,"UPC Superlayer","Superlayer Green Algae",2,30,6.66666666666667
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,4,62,"UPC Cover","Green Algae",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,4,62,"UPC Cover","Seagrasses",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Cover","None",27,30,90
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Cover","Other Brown Algae",2,30,6.66666666666667
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Cover","Encrusting Red Algae",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Cover","Red Algae",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Cover","Crustose Coralline",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Cover","Sessile Invertebrates",1,30,3.33333333333333
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Superlayer","Superlayer Brown Algae",1,30,3.33333333333333
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Cover","Articulated Coralline",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Cover","Kelp Holdfast",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Superlayer","Superlayer Green Algae",3,30,10
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Cover","Green Algae",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,5,19.5,"UPC Cover","Seagrasses",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Cover","None",29,30,96.6666666666667
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Cover","Other Brown Algae",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Cover","Encrusting Red Algae",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Superlayer","Superlayer Mobile Invertebrates",1,30,3.33333333333333
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Cover","Red Algae",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Cover","Crustose Coralline",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Cover","Sessile Invertebrates",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Superlayer","Superlayer Brown Algae",1,30,3.33333333333333
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Cover","Articulated Coralline",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Cover","Kelp Holdfast",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Cover","Green Algae",1,30,3.33333333333333
"Saltwater State Park",47.373282,-122.327981,2023,2023-08-13,6,17.5,"UPC Cover","Seagrasses",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Cover","None",16,30,53.3333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Cover","Other Brown Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Cover","Encrusting Red Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Superlayer","Superlayer Mobile Invertebrates",1,30,3.33333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Cover","Red Algae",13,30,43.3333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Cover","Crustose Coralline",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Cover","Sessile Invertebrates",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Superlayer","Superlayer Brown Algae",5,30,16.6666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Superlayer","Superlayer Red Algae",3,30,10
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Cover","Articulated Coralline",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Cover","Kelp Holdfast",1,30,3.33333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Cover","Acid Weed",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Cover","Green Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,1,36,"UPC Cover","Seagrasses",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Cover","None",14,30,46.6666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Cover","Other Brown Algae",1,30,3.33333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Cover","Encrusting Red Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Superlayer","Superlayer Mobile Invertebrates",1,30,3.33333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Cover","Red Algae",14,30,46.6666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Cover","Crustose Coralline",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Cover","Sessile Invertebrates",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Superlayer","Superlayer Brown Algae",11,30,36.6666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Superlayer","Superlayer Red Algae",5,30,16.6666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Cover","Articulated Coralline",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Superlayer","Superlayer Acid Weed",1,30,3.33333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Cover","Kelp Holdfast",1,30,3.33333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Cover","Acid Weed",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Cover","Green Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,2,41,"UPC Cover","Seagrasses",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Cover","None",19,30,63.3333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Cover","Other Brown Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Cover","Encrusting Red Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Superlayer","Superlayer Mobile Invertebrates",1,30,3.33333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Cover","Red Algae",11,30,36.6666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Cover","Crustose Coralline",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Cover","Sessile Invertebrates",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Superlayer","Superlayer Brown Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Superlayer","Superlayer Red Algae",3,30,10
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Cover","Articulated Coralline",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Cover","Kelp Holdfast",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Cover","Acid Weed",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Cover","Green Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,3,32,"UPC Cover","Seagrasses",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Cover","None",14,30,46.6666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Cover","Other Brown Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Cover","Encrusting Red Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Cover","Red Algae",12,30,40
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Cover","Crustose Coralline",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Cover","Sessile Invertebrates",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Superlayer","Superlayer Brown Algae",20,30,66.6666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Superlayer","Superlayer Red Algae",5,30,16.6666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Cover","Articulated Coralline",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Cover","Kelp Holdfast",4,30,13.3333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Cover","Acid Weed",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Cover","Green Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,4,15.5,"UPC Cover","Seagrasses",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Cover","None",14,30,46.6666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Cover","Other Brown Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Cover","Encrusting Red Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Cover","Red Algae",13,30,43.3333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Cover","Crustose Coralline",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Cover","Sessile Invertebrates",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Superlayer","Superlayer Brown Algae",26,30,86.6666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Superlayer","Superlayer Red Algae",2,30,6.66666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Cover","Articulated Coralline",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Cover","Kelp Holdfast",3,30,10
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Cover","Acid Weed",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Cover","Green Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,5,13,"UPC Cover","Seagrasses",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Cover","None",21,30,70
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Cover","Other Brown Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Cover","Encrusting Red Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Cover","Red Algae",6,30,20
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Cover","Crustose Coralline",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Cover","Sessile Invertebrates",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Superlayer","Superlayer Brown Algae",19,30,63.3333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Superlayer","Superlayer Red Algae",4,30,13.3333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Cover","Articulated Coralline",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Cover","Kelp Holdfast",2,30,6.66666666666667
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Cover","Acid Weed",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Cover","Green Algae",1,30,3.33333333333333
"Owen Beach",47.31752,-122.53389,2024,2024-06-11,6,13,"UPC Cover","Seagrasses",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Cover","None",28,30,93.3333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Cover","Other Brown Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Cover","Encrusting Red Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Cover","Red Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Cover","Crustose Coralline",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Cover","Sessile Invertebrates",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Superlayer","Superlayer Brown Algae",11,30,36.6666666666667
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Superlayer","Superlayer Red Algae",1,30,3.33333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Cover","Articulated Coralline",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Cover","Kelp Holdfast",2,30,6.66666666666667
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Cover","Acid Weed",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Superlayer","Superlayer Green Algae",3,30,10
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Cover","Green Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,19,"UPC Cover","Seagrasses",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Cover","None",19,30,63.3333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Cover","Other Brown Algae",1,30,3.33333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Cover","Encrusting Red Algae",4,30,13.3333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Superlayer","Superlayer Mobile Invertebrates",1,30,3.33333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Cover","Red Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Cover","Crustose Coralline",1,30,3.33333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Cover","Sessile Invertebrates",2,30,6.66666666666667
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Superlayer","Superlayer Brown Algae",10,30,33.3333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Cover","Articulated Coralline",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Cover","Kelp Holdfast",2,30,6.66666666666667
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Cover","Acid Weed",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Cover","Green Algae",1,30,3.33333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,24.5,"UPC Cover","Seagrasses",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Cover","None",16,30,53.3333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Cover","Other Brown Algae",5,30,16.6666666666667
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Cover","Encrusting Red Algae",5,30,16.6666666666667
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Cover","Red Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Cover","Crustose Coralline",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Cover","Sessile Invertebrates",2,30,6.66666666666667
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Superlayer","Superlayer Brown Algae",16,30,53.3333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Cover","Articulated Coralline",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Cover","Kelp Holdfast",2,30,6.66666666666667
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Cover","Acid Weed",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Superlayer","Superlayer Green Algae",3,30,10
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Cover","Green Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,23.5,"UPC Cover","Seagrasses",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Cover","None",30,30,100
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Cover","Other Brown Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Cover","Encrusting Red Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Cover","Red Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Cover","Crustose Coralline",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Cover","Sessile Invertebrates",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Superlayer","Superlayer Brown Algae",5,30,16.6666666666667
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Superlayer","Superlayer Red Algae",1,30,3.33333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Cover","Articulated Coralline",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Cover","Kelp Holdfast",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Cover","Acid Weed",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Superlayer","Superlayer Green Algae",6,30,20
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Cover","Green Algae",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,9.5,"UPC Cover","Seagrasses",0,30,0
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,5,8,"UPC Cover","None",17,30,56.6666666666667
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,5,8,"UPC Cover","Other Brown Algae",7,30,23.3333333333333
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,5,8,"UPC Cover","Encrusting Red Algae",2,30,6.66666666666667
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,5,8,"UPC Superlayer","Superlayer Mobile Invertebrates",1,30,3.33333333333333
