"Site","Latitude","Longitude","Year","Date","Transect","Classcode","Sex_Age","Amount","Size_category","Size_mean_cm","Size_min_cm","Size_max_cm","Depth_ft","depth_start_ft","depth_end_ft","Visibility_m"
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,27.5,25,30,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,"Vermillion YOY",NA,0,NA,NA,NA,NA,27.5,25,30,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,27.5,25,30,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,"Wolf Eel",NA,0,NA,NA,NA,NA,27.5,25,30,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,27.5,25,30,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,"Yelloweye YOY",NA,0,NA,NA,NA,NA,27.5,25,30,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,27.5,25,30,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Black Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Blue Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Bocaccio YOY",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Brown Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Cabezon",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Canary Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Canary YOY",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"China Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Copper Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Deacon Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Forage Fish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Gopher Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Grass Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Kelp Greenling","Female",1,NA,12,12,12,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Kelp Greenling","Female",1,NA,13,13,13,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Kelp Greenling","Female",1,NA,12,12,12,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Kelp Greenling","Female",1,NA,13,13,13,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Kelp Perch",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Lingcod",NA,1,NA,18,18,18,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Pile Perch",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Puget Sound YOY",NA,4,NA,5.5,1,10,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Quillback Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Red Irish Lord",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Shiner Perch",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Spiny Dogfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Spotted Ratfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Striped Perch",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Vermilion Rockfish",NA,3,NA,10,10,10,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Vermillion YOY",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Wolf Eel",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Yelloweye YOY",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,38.5,42,35,8
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Black Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Black/Yellowtail YOY",NA,1,NA,5.5,1,10,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Blue Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Bocaccio YOY",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Brown Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Cabezon",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Canary Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Canary YOY",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"China Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Copper Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Deacon Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Forage Fish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Gopher Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Grass Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Kelp Greenling","Female",1,NA,22,22,22,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Kelp Greenling","Male",2,NA,25,25,25,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Kelp Perch",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Lingcod",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Pile Perch",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Puget Sound YOY",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Quillback Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Red Irish Lord",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Shiner Perch",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Spiny Dogfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Spotted Ratfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Striped Perch",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Vermillion YOY",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Wolf Eel",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Yelloweye YOY",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,1,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,36.5,38,35,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Black Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Blue Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Bocaccio YOY",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Brown Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Cabezon",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Canary Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Canary YOY",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"China Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Copper Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Deacon Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Forage Fish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Gopher Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Grass Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Kelp Greenling","Female",1,NA,19,19,19,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Kelp Greenling","Juvenile",1,NA,9,9,9,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Kelp Perch",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Lingcod",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Pile Perch",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Puget Sound YOY",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Quillback Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Red Irish Lord",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Shiner Perch",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Spiny Dogfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Spotted Ratfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Striped Perch",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Vermillion YOY",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Whitespotted Greenling",NA,1,NA,18,18,18,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Whitespotted Greenling",NA,1,NA,22,22,22,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Whitespotted Greenling",NA,1,NA,21,21,21,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Wolf Eel",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Yelloweye YOY",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,2,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,38.5,40,37,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Black Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Black/Yellowtail YOY",NA,8,NA,5.5,1,10,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Blue Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Bocaccio YOY",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Brown Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Cabezon",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Canary Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Canary YOY",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"China Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Copper Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Deacon Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Forage Fish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Gopher Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Grass Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Kelp Greenling","Male",1,NA,22,22,22,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Kelp Greenling","Male",1,NA,20,20,20,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Kelp Greenling","Male",1,NA,18,18,18,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Kelp Perch",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Lingcod",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Pile Perch",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Puget Sound YOY",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Quillback Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Red Irish Lord",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Shiner Perch",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Spiny Dogfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Spotted Ratfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Striped Perch",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Vermillion YOY",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Wolf Eel",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Yelloweye YOY",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,3,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,25.5,25,26,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Black Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Blue Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Bocaccio YOY",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Brown Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Cabezon",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Canary Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Canary YOY",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"China Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Copper Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Deacon Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Forage Fish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Gopher Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Grass Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Kelp Greenling","Juvenile",1,NA,11,11,11,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Kelp Perch",NA,1,NA,13,13,13,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Lingcod",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Pile Perch",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Puget Sound YOY",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Quillback Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Red Irish Lord",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Shiner Perch",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Spiny Dogfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Spotted Ratfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Striped Perch",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Vermillion YOY",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Wolf Eel",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Yelloweye YOY",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,4,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,23.5,25,22,5
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,5,"Black Rockfish",NA,0,NA,NA,NA,NA,11,13,9,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,5,"Black/Yellowtail YOY",NA,16,NA,5.5,1,10,11,13,9,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,5,"Blue Rockfish",NA,0,NA,NA,NA,NA,11,13,9,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,5,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,11,13,9,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,5,"Bocaccio YOY",NA,0,NA,NA,NA,NA,11,13,9,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,5,"Brown Rockfish",NA,0,NA,NA,NA,NA,11,13,9,6
"7751 Reef",48.365835,-123.783186,2024,2024-09-06,5,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,11,13,9,6
